Name,Email,Location,Job Title,Job Type,Education,Employment Type,Practice Size,Area Type,Sponsorship,English Proficiency,Compensation
Andrew Schmidt,dariusrodriguez@example.org,"New York, NY",Orthodontist,Private Practice,DDS,Temporary,Medium,Urban,No,4,87750.73
Sue Bradford,lvelazquez@example.net,"Phoenix, AZ",General Dentist,Private Practice,DMD with Specialization,Contract,Large,Rural,Yes,2,124354.59
Mr. Ray Chung,sanderscolleen@example.com,"New York, NY",Pedodontist,DSO,DMD,Temporary,Large,Urban,No,3,113243.15
Kimberly Pope,bmckinney@example.com,"New York, NY",General Dentist,Private Practice,DDS with Specialization,Part-time,Large,Rural,No,1,142455.0
Dr. Alice Brooks,bbrennan@example.org,"New York, NY",General Dentist,DSO,DDS,Temporary,Small,Rural,No,5,127895.9
Nicholas Bradshaw,boydmarcia@example.net,"Houston, TX",Periodontist,Private Practice,DDS,Temporary,Large,Rural,No,3,125865.84
Johnny Davis,aguirregregory@example.org,"Los Angeles, CA",General Dentist,DSO,DDS,Temporary,Large,Urban,No,4,132722.49
Mr. Scott Hamilton,salazardominic@example.net,"Los Angeles, CA",General Dentist,DSO,DDS,Part-time,Small,Rural,No,5,109757.69
Erik Washington,sandra11@example.com,"Chicago, IL",Periodontist,Private Practice,DMD,Temporary,Large,Rural,Yes,2,111221.48
Jacqueline Hernandez,lambertjames@example.net,"Chicago, IL",General Dentist,DSO,DDS with Specialization,Full-time,Small,Urban,No,4,139135.01
Sandra Ruiz,alexis56@example.org,"Chicago, IL",Orthodontist,Private Practice,DMD,Temporary,Small,Urban,No,3,104111.49
Derrick Jackson,pamela47@example.org,"New York, NY",Endodontist,DSO,DDS with Specialization,Full-time,Small,Rural,No,1,137366.77
Christina Eaton,carlos58@example.net,"Phoenix, AZ",Orthodontist,Private Practice,DDS,Full-time,Medium,Rural,Yes,2,139909.41
Kevin Travis,timothymcbride@example.org,"Houston, TX",Orthodontist,DSO,DMD,Full-time,Small,Rural,Yes,1,109827.99
Wendy Hawkins,jared36@example.com,"Houston, TX",Endodontist,DSO,DDS,Full-time,Medium,Urban,Yes,5,132298.92
Jason Gonzalez,grimesmakayla@example.org,"Phoenix, AZ",General Dentist,Private Practice,DMD with Specialization,Full-time,Large,Urban,No,5,84215.31
Timothy Stephens,davisnatalie@example.com,"Houston, TX",Periodontist,Private Practice,DMD,Contract,Large,Rural,No,2,129398.84
Sherry Ortega,vjuarez@example.com,"Houston, TX",Pedodontist,DSO,DMD,Part-time,Medium,Rural,Yes,4,137348.23
Susan Luna,torreslori@example.com,"Chicago, IL",Pedodontist,DSO,DDS,Full-time,Medium,Urban,Yes,5,132270.09
Robin Jones,thompsonshannon@example.org,"Chicago, IL",Orthodontist,DSO,DMD,Contract,Large,Rural,No,2,89551.09
Eddie Little,donalddavies@example.net,"New York, NY",Orthodontist,Private Practice,DMD,Contract,Small,Urban,No,3,148809.6
Jason Garcia,emily20@example.com,"Phoenix, AZ",Endodontist,Private Practice,DMD,Part-time,Large,Rural,No,2,128504.29
Cheryl Anderson,dbrown@example.net,"Chicago, IL",General Dentist,Private Practice,DMD,Contract,Large,Urban,No,4,116842.77
Kristine Taylor,amynelson@example.net,"Chicago, IL",Orthodontist,Private Practice,DDS,Temporary,Medium,Rural,Yes,1,148381.7
Brian Taylor,uturner@example.com,"Chicago, IL",Endodontist,DSO,DDS with Specialization,Part-time,Large,Urban,No,3,138900.18
Scott Carr,odavis@example.org,"Los Angeles, CA",Endodontist,Private Practice,DMD with Specialization,Full-time,Medium,Rural,No,2,135210.86
Grace Skinner,lindsay56@example.org,"Los Angeles, CA",Endodontist,Private Practice,DDS with Specialization,Part-time,Large,Rural,No,2,113555.01
Frank Salazar,ekelley@example.org,"Houston, TX",Pedodontist,Private Practice,DDS with Specialization,Contract,Small,Rural,Yes,4,87952.68
Brianna Hanson,hensonmary@example.net,"Phoenix, AZ",Periodontist,Private Practice,DMD,Temporary,Medium,Urban,No,2,124077.61
Andrew Romero,uphillips@example.org,"Houston, TX",Endodontist,DSO,DMD with Specialization,Contract,Medium,Urban,Yes,5,126341.69
Jamie Thompson,yorkana@example.org,"Chicago, IL",General Dentist,Private Practice,DDS,Contract,Medium,Rural,No,2,146026.95
Joseph Lee,kim00@example.net,"Houston, TX",General Dentist,Private Practice,DMD,Temporary,Small,Rural,No,4,86470.04
Rebecca Olson,michelle93@example.com,"New York, NY",Endodontist,Private Practice,DDS,Part-time,Large,Urban,Yes,3,107970.84
Christopher Davis,michaelbrown@example.com,"Phoenix, AZ",General Dentist,DSO,DDS,Contract,Large,Rural,Yes,1,93622.12
Jennifer Barnett,jeffrey89@example.com,"Houston, TX",General Dentist,DSO,DDS with Specialization,Part-time,Large,Rural,No,2,119729.62
Rebecca Wheeler,orhodes@example.org,"Los Angeles, CA",Orthodontist,DSO,DDS with Specialization,Contract,Small,Rural,No,3,103006.03
Jessica Lewis,victoriabarry@example.com,"New York, NY",Endodontist,DSO,DMD,Full-time,Large,Rural,No,2,127246.78
Zachary Brown,yvonneharrison@example.org,"Phoenix, AZ",Endodontist,Private Practice,DDS with Specialization,Contract,Small,Rural,Yes,3,136756.0
Alejandro Cook,revans@example.org,"Houston, TX",Periodontist,Private Practice,DMD with Specialization,Part-time,Medium,Urban,No,2,132604.88
Christopher Medina,tammy29@example.com,"Houston, TX",Orthodontist,DSO,DMD with Specialization,Full-time,Large,Urban,Yes,5,89383.56
Jason Jones,solomonemily@example.org,"Houston, TX",Periodontist,DSO,DMD with Specialization,Temporary,Small,Rural,No,3,91129.28
Michael Mitchell,robin81@example.org,"Houston, TX",Endodontist,DSO,DDS with Specialization,Temporary,Medium,Rural,Yes,3,80187.59
Robert Smith,warrenpaige@example.com,"New York, NY",Orthodontist,Private Practice,DDS with Specialization,Full-time,Small,Urban,No,1,131749.75
Mr. Bruce Johnson Jr.,ljones@example.org,"Phoenix, AZ",Orthodontist,DSO,DMD,Contract,Small,Urban,Yes,2,110275.58
Amy Cain,greenesamantha@example.com,"Chicago, IL",General Dentist,DSO,DDS,Contract,Large,Rural,Yes,1,142394.92
Kevin Patterson,jenniferwood@example.net,"Los Angeles, CA",General Dentist,Private Practice,DDS,Full-time,Large,Urban,Yes,5,87812.17
Jason Taylor,birdbrian@example.net,"Los Angeles, CA",Pedodontist,DSO,DDS,Part-time,Large,Rural,Yes,2,120176.68
Julie Carter,andre84@example.org,"Phoenix, AZ",Periodontist,DSO,DDS with Specialization,Contract,Large,Urban,No,4,142427.28
Hannah Rhodes,sanchezmelissa@example.net,"Houston, TX",Periodontist,Private Practice,DMD with Specialization,Contract,Medium,Urban,Yes,5,145909.26
Matthew Powell,fcook@example.net,"Chicago, IL",Periodontist,Private Practice,DDS with Specialization,Contract,Small,Rural,No,1,137784.08
Kristina Williams,yjohnson@example.com,"New York, NY",Orthodontist,DSO,DDS with Specialization,Full-time,Medium,Urban,No,1,126066.77
Judith Carlson,mhayes@example.com,"New York, NY",Endodontist,Private Practice,DDS with Specialization,Full-time,Small,Urban,No,2,133237.92
Melissa Coleman,cynthia16@example.com,"Chicago, IL",General Dentist,Private Practice,DMD with Specialization,Contract,Large,Rural,No,2,147118.96
Robert Moore,jmiller@example.net,"Chicago, IL",Pedodontist,Private Practice,DDS,Contract,Small,Rural,Yes,3,106384.42
Monica Wright,megan85@example.com,"New York, NY",Periodontist,Private Practice,DDS,Contract,Small,Urban,Yes,3,148326.41
Lindsay Foster,harrisholly@example.org,"Phoenix, AZ",Orthodontist,DSO,DMD,Contract,Large,Urban,No,4,120606.92
Eric Williams,gary65@example.org,"Phoenix, AZ",Orthodontist,Private Practice,DMD with Specialization,Contract,Small,Rural,No,5,82390.71
Nicholas Larsen,hoganjames@example.com,"Phoenix, AZ",Orthodontist,Private Practice,DMD with Specialization,Contract,Small,Rural,Yes,5,142473.15
Christopher Morris,arobinson@example.net,"Phoenix, AZ",Pedodontist,DSO,DDS with Specialization,Temporary,Large,Urban,No,4,92206.91
Christina Dickson,michellemeadows@example.net,"Houston, TX",Pedodontist,Private Practice,DMD with Specialization,Temporary,Medium,Urban,Yes,5,87923.05
Joshua Gregory,sarah41@example.org,"Los Angeles, CA",Pedodontist,Private Practice,DDS with Specialization,Temporary,Large,Rural,No,3,131438.88
Timothy Anderson,michellerodriguez@example.com,"Chicago, IL",Pedodontist,Private Practice,DMD with Specialization,Contract,Small,Urban,No,4,98287.15
David Bell,oduncan@example.org,"Los Angeles, CA",Endodontist,Private Practice,DDS,Temporary,Medium,Rural,No,3,105008.01
Deborah Boyer,sdean@example.org,"Phoenix, AZ",Periodontist,DSO,DMD with Specialization,Temporary,Small,Urban,Yes,3,127168.86
David Powell,tanner74@example.com,"Houston, TX",Pedodontist,Private Practice,DMD,Temporary,Small,Rural,Yes,2,107495.71
Larry Mclaughlin,christopher36@example.net,"Phoenix, AZ",General Dentist,Private Practice,DDS with Specialization,Temporary,Medium,Urban,No,3,96078.64
Dawn Morton,allenjay@example.net,"New York, NY",Endodontist,DSO,DDS,Full-time,Large,Urban,Yes,1,102646.92
Jessica Smith,hoffmanlaura@example.net,"Phoenix, AZ",Periodontist,DSO,DMD,Full-time,Large,Urban,No,2,102091.04
Scott Stevens,andrewsjohn@example.net,"New York, NY",Pedodontist,Private Practice,DMD with Specialization,Full-time,Small,Urban,Yes,2,136006.49
Tami Murphy,cmejia@example.com,"Houston, TX",Orthodontist,DSO,DMD with Specialization,Full-time,Large,Urban,No,1,146799.24
John Henson,mwilliams@example.org,"Phoenix, AZ",Endodontist,Private Practice,DDS,Temporary,Medium,Urban,No,3,114924.5
John Boyd,slarson@example.com,"Houston, TX",Endodontist,DSO,DDS with Specialization,Temporary,Medium,Urban,No,2,116191.45
Sarah Jordan,millerdavid@example.net,"Houston, TX",Orthodontist,Private Practice,DMD,Full-time,Small,Urban,Yes,5,143036.86
Ms. April Wells,zmiranda@example.com,"New York, NY",Endodontist,Private Practice,DDS,Part-time,Small,Rural,Yes,3,88270.82
Robert Lee,pamela57@example.net,"New York, NY",Periodontist,DSO,DMD with Specialization,Contract,Small,Urban,No,3,99492.77
Benjamin Jackson,xchang@example.com,"Houston, TX",Endodontist,DSO,DDS with Specialization,Temporary,Large,Urban,No,5,85847.43
Luis Zimmerman,diana19@example.net,"Chicago, IL",Endodontist,Private Practice,DMD with Specialization,Part-time,Small,Urban,No,5,101882.06
Kayla Mahoney,jmckay@example.org,"Los Angeles, CA",Endodontist,Private Practice,DDS,Full-time,Large,Urban,Yes,4,102679.36
Jim Haley,dbray@example.com,"Chicago, IL",Endodontist,Private Practice,DDS with Specialization,Temporary,Medium,Urban,No,5,133386.81
Heather Vasquez,yvonne04@example.net,"New York, NY",Endodontist,DSO,DDS with Specialization,Temporary,Small,Urban,Yes,4,92408.76
Michael Marshall,codyhaas@example.net,"Los Angeles, CA",Pedodontist,Private Practice,DMD,Contract,Medium,Urban,Yes,5,128282.43
Rachel Hudson,brownalyssa@example.com,"Chicago, IL",Periodontist,Private Practice,DMD with Specialization,Contract,Medium,Rural,No,1,142948.48
Cynthia Carter,robert63@example.org,"Chicago, IL",Endodontist,Private Practice,DDS with Specialization,Contract,Large,Rural,No,2,138715.37
Brianna Adams,tsmith@example.net,"Phoenix, AZ",General Dentist,DSO,DMD with Specialization,Temporary,Large,Urban,Yes,1,146025.86
Robert Scott,msmith@example.com,"Phoenix, AZ",Orthodontist,DSO,DMD with Specialization,Temporary,Medium,Rural,Yes,4,113393.72
Gavin Velazquez,mckayryan@example.com,"Los Angeles, CA",Endodontist,DSO,DDS with Specialization,Temporary,Small,Rural,No,5,122198.67
Martin Nguyen,medinajennifer@example.com,"Houston, TX",General Dentist,DSO,DDS with Specialization,Part-time,Large,Rural,Yes,2,92853.28
Maureen Peters MD,khansen@example.net,"New York, NY",General Dentist,DSO,DMD with Specialization,Contract,Large,Rural,No,1,132222.44
Dalton Cole,daniel30@example.net,"Houston, TX",Endodontist,Private Practice,DDS with Specialization,Part-time,Large,Urban,Yes,2,124991.08
Julie Lee,kmay@example.org,"New York, NY",Periodontist,Private Practice,DMD,Full-time,Medium,Urban,Yes,4,120965.85
Jeffrey Flores,drandolph@example.org,"Los Angeles, CA",Endodontist,DSO,DDS with Specialization,Temporary,Small,Rural,Yes,2,89632.67
Cynthia Osborne,lopezbenjamin@example.com,"Houston, TX",Endodontist,Private Practice,DDS,Contract,Small,Urban,No,4,122948.72
Karen Stone,austin23@example.com,"Phoenix, AZ",Pedodontist,DSO,DDS,Full-time,Small,Urban,No,4,113095.28
Keith Walker,cwright@example.org,"Phoenix, AZ",Periodontist,DSO,DDS with Specialization,Temporary,Large,Urban,No,1,81535.96
Jonathan Chase,richardfox@example.net,"Los Angeles, CA",General Dentist,Private Practice,DDS,Temporary,Medium,Rural,Yes,4,86295.26
Briana Wilson,ricky19@example.com,"Houston, TX",Endodontist,DSO,DDS with Specialization,Part-time,Small,Urban,No,5,123776.0
Kenneth Warren,hernandezdestiny@example.com,"Phoenix, AZ",General Dentist,Private Practice,DDS with Specialization,Full-time,Small,Urban,Yes,4,115988.5
Lisa Williams,leebrian@example.com,"Chicago, IL",Pedodontist,Private Practice,DDS,Full-time,Medium,Rural,Yes,2,96466.18
Billy Day,christiewebster@example.org,"Chicago, IL",Periodontist,Private Practice,DMD with Specialization,Contract,Medium,Urban,Yes,2,117993.95
Donna Weber,alvaradokendra@example.net,"Phoenix, AZ",Pedodontist,DSO,DMD,Contract,Large,Urban,Yes,4,132459.92
Jennifer Miller,geraldhuff@example.com,"Chicago, IL",Endodontist,Private Practice,DDS with Specialization,Contract,Small,Urban,No,4,121899.12
Charles Gonzalez,angela97@example.com,"New York, NY",Endodontist,DSO,DDS with Specialization,Contract,Small,Rural,Yes,4,138254.53
Daniel Jones,nhess@example.com,"Chicago, IL",Pedodontist,DSO,DDS,Part-time,Small,Urban,No,2,123671.94
Ms. Brittany Watson MD,jbond@example.net,"New York, NY",Pedodontist,Private Practice,DDS with Specialization,Part-time,Large,Urban,Yes,3,107030.98
Autumn Morgan,rodriguezdevin@example.org,"Phoenix, AZ",Orthodontist,Private Practice,DMD,Contract,Medium,Urban,No,1,130584.7
Stacey Perez,andrewmcbride@example.net,"New York, NY",Orthodontist,DSO,DDS with Specialization,Part-time,Small,Urban,Yes,3,98479.58
Catherine Blair,kevin08@example.com,"Los Angeles, CA",Pedodontist,Private Practice,DMD with Specialization,Temporary,Large,Urban,No,3,111821.96
Natalie Jackson,michellejohnson@example.org,"Phoenix, AZ",Periodontist,DSO,DDS with Specialization,Contract,Medium,Urban,No,3,115704.67
Stephen Pope,christophergoodman@example.com,"Phoenix, AZ",Pedodontist,Private Practice,DDS with Specialization,Contract,Small,Urban,Yes,4,125557.7
Kenneth Carson,james85@example.org,"Los Angeles, CA",General Dentist,Private Practice,DDS,Contract,Large,Urban,No,4,148198.54
Debbie Martin,murphyconnie@example.org,"Chicago, IL",Orthodontist,DSO,DDS with Specialization,Full-time,Small,Urban,No,1,115987.05
David Stewart,gordonkristin@example.com,"Houston, TX",Orthodontist,Private Practice,DMD,Contract,Small,Rural,No,5,80500.95
Brian Jordan,driley@example.org,"Phoenix, AZ",Pedodontist,Private Practice,DMD,Contract,Medium,Urban,Yes,4,122946.74
Kyle Blevins,helenjohnson@example.org,"New York, NY",General Dentist,DSO,DMD,Full-time,Medium,Rural,No,1,131025.07
Chase Johnson,wallacekaren@example.org,"Houston, TX",General Dentist,DSO,DDS with Specialization,Part-time,Small,Urban,No,5,95705.32
Angela Alvarez,mmitchell@example.net,"Chicago, IL",General Dentist,DSO,DMD with Specialization,Temporary,Small,Urban,No,3,87647.13
Daniel Ramos,drakejonathan@example.com,"Los Angeles, CA",Orthodontist,Private Practice,DDS,Full-time,Small,Rural,Yes,2,83534.63
Anthony Hopkins,richard84@example.org,"Houston, TX",Orthodontist,Private Practice,DMD with Specialization,Temporary,Large,Rural,Yes,5,132052.35
Lisa Morris,meaganwright@example.org,"New York, NY",Periodontist,Private Practice,DDS with Specialization,Contract,Medium,Urban,No,2,100071.42
Jennifer Morris,tjones@example.net,"Phoenix, AZ",Periodontist,DSO,DDS with Specialization,Temporary,Medium,Rural,Yes,5,147739.26
Amy Thompson,wisealexander@example.net,"Houston, TX",Endodontist,Private Practice,DDS,Full-time,Large,Urban,Yes,1,102860.4
Mr. Scott Lin,jamesyoung@example.net,"Chicago, IL",Pedodontist,DSO,DDS with Specialization,Full-time,Large,Rural,Yes,2,146226.67
Lindsey Vaughn,dianehodge@example.net,"Phoenix, AZ",Pedodontist,DSO,DDS,Contract,Medium,Urban,Yes,2,141265.58
William Farmer,williamdelacruz@example.com,"Phoenix, AZ",Endodontist,Private Practice,DMD with Specialization,Part-time,Large,Urban,No,1,147047.72
Belinda Gonzalez,villanuevaamber@example.com,"Houston, TX",Orthodontist,Private Practice,DDS with Specialization,Contract,Small,Urban,No,2,114044.63
Amy Leonard,heather88@example.com,"Houston, TX",Periodontist,Private Practice,DDS with Specialization,Temporary,Medium,Urban,Yes,1,80612.51
Jessica Fleming,pbentley@example.net,"New York, NY",Endodontist,Private Practice,DDS with Specialization,Part-time,Medium,Rural,Yes,3,138471.58
Alyssa Braun,olsenkevin@example.com,"Chicago, IL",Periodontist,DSO,DDS with Specialization,Temporary,Small,Rural,Yes,4,143640.13
Julie Campbell,hallcaleb@example.org,"New York, NY",Periodontist,Private Practice,DMD,Part-time,Large,Urban,No,2,88670.24
Edward Alvarado,timothy56@example.org,"Phoenix, AZ",Endodontist,Private Practice,DDS with Specialization,Full-time,Large,Urban,Yes,4,126357.69
Valerie Lee,shannon53@example.net,"Phoenix, AZ",General Dentist,DSO,DMD with Specialization,Contract,Medium,Urban,No,3,140161.64
Dr. Maria Morales,christinehernandez@example.com,"Houston, TX",General Dentist,Private Practice,DDS,Part-time,Small,Urban,Yes,1,100162.84
Joy Moore,marysanchez@example.net,"Houston, TX",Endodontist,Private Practice,DDS,Full-time,Medium,Rural,Yes,1,96781.76
Erin Pope,heather89@example.org,"New York, NY",General Dentist,DSO,DMD with Specialization,Part-time,Medium,Rural,No,3,139789.26
Walter Brown,gonzalezerik@example.com,"New York, NY",Pedodontist,Private Practice,DDS with Specialization,Part-time,Medium,Rural,No,5,137966.01
Charles Swanson,lallen@example.net,"Los Angeles, CA",Endodontist,DSO,DMD,Temporary,Medium,Rural,No,2,94141.9
Jonathan Bennett,gmiller@example.org,"Chicago, IL",Endodontist,Private Practice,DMD,Full-time,Large,Urban,No,5,143538.69
Amy Reyes,larakerry@example.com,"Los Angeles, CA",Pedodontist,DSO,DMD with Specialization,Full-time,Small,Rural,Yes,5,95738.07
Ronald Espinoza,audrey30@example.net,"New York, NY",Periodontist,DSO,DMD,Contract,Medium,Urban,No,5,131541.64
Lisa Rodriguez,sampsonkenneth@example.net,"Chicago, IL",Pedodontist,DSO,DMD with Specialization,Full-time,Small,Urban,No,5,101373.79
Natalie Allen,lturner@example.net,"Los Angeles, CA",Periodontist,Private Practice,DMD,Part-time,Large,Rural,No,5,106860.68
Benjamin Hendricks,daniel55@example.net,"Houston, TX",Endodontist,DSO,DDS,Contract,Medium,Rural,Yes,1,135218.87
Lee Haley,dawn60@example.net,"Chicago, IL",Periodontist,DSO,DDS with Specialization,Part-time,Small,Rural,No,3,80164.1
Richard Ryan,kristi72@example.com,"Los Angeles, CA",Endodontist,Private Practice,DDS,Contract,Small,Urban,No,4,117914.51
Terry Rodriguez,ebruce@example.com,"New York, NY",Periodontist,DSO,DDS,Temporary,Medium,Rural,Yes,3,131593.2
Douglas Krueger,larrysmall@example.org,"Los Angeles, CA",General Dentist,DSO,DMD with Specialization,Contract,Medium,Urban,Yes,1,136653.04
Adam Ruiz,randerson@example.org,"Los Angeles, CA",Pedodontist,DSO,DDS,Full-time,Medium,Rural,Yes,2,95167.56
Courtney Moore,juanvelasquez@example.org,"Houston, TX",General Dentist,DSO,DDS with Specialization,Temporary,Large,Urban,No,5,140722.9
Jeffrey Jones,qmcbride@example.com,"Houston, TX",Pedodontist,DSO,DMD with Specialization,Temporary,Medium,Urban,No,2,95015.04
Joseph Johnson,navarrodouglas@example.com,"Los Angeles, CA",Endodontist,DSO,DDS,Part-time,Medium,Urban,Yes,5,108208.65
Sarah Mayo,rileychris@example.net,"Phoenix, AZ",General Dentist,DSO,DMD with Specialization,Contract,Small,Rural,Yes,5,106310.32
Lance Michael,crystal30@example.net,"Phoenix, AZ",Orthodontist,DSO,DDS with Specialization,Full-time,Medium,Urban,No,4,124526.1
James Gutierrez,martincourtney@example.org,"Phoenix, AZ",Endodontist,DSO,DMD,Part-time,Large,Rural,No,1,119729.67
Justin Murray,katrina58@example.org,"Los Angeles, CA",Pedodontist,DSO,DMD with Specialization,Full-time,Medium,Urban,No,5,128939.13
Jose Woods,jwilliams@example.net,"New York, NY",General Dentist,Private Practice,DMD,Temporary,Small,Rural,Yes,1,141840.04
Kimberly Liu,dcurtis@example.org,"Los Angeles, CA",Periodontist,DSO,DDS,Contract,Small,Urban,No,3,105570.33
Heather Stewart,schneiderlance@example.org,"Houston, TX",Endodontist,DSO,DDS with Specialization,Temporary,Large,Rural,Yes,1,149517.81
Jason Johnson,timothy72@example.com,"New York, NY",Pedodontist,Private Practice,DMD,Temporary,Small,Urban,Yes,3,130748.82
Jim Martin DDS,orobinson@example.org,"Chicago, IL",Pedodontist,Private Practice,DDS,Full-time,Large,Rural,No,2,84384.13
Anna Perry,annajackson@example.net,"Phoenix, AZ",Orthodontist,Private Practice,DDS,Contract,Small,Urban,No,5,139329.76
Anthony Brown,timothy11@example.net,"Chicago, IL",Periodontist,DSO,DMD with Specialization,Temporary,Medium,Urban,Yes,1,80130.96
Brenda Chapman MD,james70@example.com,"Houston, TX",Pedodontist,DSO,DMD with Specialization,Part-time,Medium,Urban,Yes,2,87361.24
Cassandra Clay,michellewood@example.org,"New York, NY",Endodontist,Private Practice,DMD,Part-time,Small,Urban,No,2,113804.16
Mrs. Donna Stephens MD,wjames@example.net,"Los Angeles, CA",Pedodontist,Private Practice,DDS with Specialization,Contract,Medium,Rural,Yes,5,122765.74
Christine Aguilar,tristangarcia@example.org,"Los Angeles, CA",Endodontist,DSO,DDS,Contract,Medium,Urban,Yes,1,115254.67
Christopher Garza,gilmorejacob@example.net,"New York, NY",Orthodontist,DSO,DMD,Part-time,Large,Rural,No,1,90552.55
Catherine Wong,larasteven@example.org,"Houston, TX",Orthodontist,DSO,DDS,Temporary,Large,Urban,No,3,105344.41
Curtis Armstrong,kathleennorris@example.org,"Los Angeles, CA",Endodontist,Private Practice,DDS with Specialization,Part-time,Large,Rural,No,4,102397.1
Jeffrey Little,wilsonthomas@example.com,"Los Angeles, CA",Pedodontist,Private Practice,DMD with Specialization,Contract,Large,Urban,No,3,97695.63
Angela Harris,pbrown@example.com,"Chicago, IL",Orthodontist,Private Practice,DDS with Specialization,Full-time,Large,Urban,No,4,145453.93
Matthew Armstrong,crystal13@example.org,"Chicago, IL",Orthodontist,DSO,DDS with Specialization,Part-time,Large,Rural,Yes,4,99051.4
Amy Villa,terryevans@example.net,"Los Angeles, CA",General Dentist,Private Practice,DDS,Part-time,Small,Urban,Yes,2,102694.86
Sarah Lin,daniel71@example.net,"Chicago, IL",General Dentist,DSO,DMD,Contract,Medium,Rural,No,1,104802.29
Monica Morton,mark56@example.net,"Houston, TX",General Dentist,DSO,DMD,Contract,Small,Rural,No,4,131823.68
Andrew Woodward,robertsrichard@example.org,"New York, NY",Periodontist,DSO,DDS with Specialization,Contract,Small,Rural,No,1,116788.37
Jonathan Johnson,manuelmiles@example.com,"New York, NY",Endodontist,Private Practice,DMD with Specialization,Full-time,Small,Urban,No,2,138594.69
Gabriel Torres,williamsmatthew@example.net,"Phoenix, AZ",Periodontist,DSO,DDS,Contract,Small,Rural,No,5,112724.3
Jason Mcmahon,erinwilliams@example.org,"Phoenix, AZ",Endodontist,DSO,DMD,Full-time,Small,Urban,Yes,5,93539.88
Lisa Fuller,lisa88@example.com,"Phoenix, AZ",Periodontist,Private Practice,DMD with Specialization,Full-time,Medium,Urban,No,1,82800.16
Veronica Jones,victoria40@example.org,"Houston, TX",General Dentist,Private Practice,DMD with Specialization,Full-time,Large,Rural,Yes,1,97858.93
Stephanie Johnson,sethcook@example.com,"Chicago, IL",Orthodontist,DSO,DMD,Full-time,Small,Urban,No,5,99046.32
Peter Madden,rhodeserin@example.com,"New York, NY",Periodontist,DSO,DDS with Specialization,Full-time,Medium,Urban,Yes,2,136586.36
Lisa Keller,timothycoleman@example.com,"Chicago, IL",Orthodontist,DSO,DDS,Part-time,Small,Rural,No,4,109875.2
Ashley Patterson,nsmith@example.com,"Phoenix, AZ",Pedodontist,Private Practice,DDS with Specialization,Full-time,Medium,Urban,Yes,5,83186.18
Ashley King,hannah30@example.net,"Phoenix, AZ",General Dentist,Private Practice,DDS,Full-time,Large,Rural,Yes,3,115056.9
Holly Ramsey,johnsonpaula@example.net,"New York, NY",General Dentist,Private Practice,DMD,Contract,Medium,Rural,No,3,145412.05
John Taylor,fvaldez@example.org,"Los Angeles, CA",Orthodontist,Private Practice,DMD with Specialization,Full-time,Small,Urban,Yes,3,138048.49
Sara Williams,daniel14@example.net,"Los Angeles, CA",General Dentist,Private Practice,DDS,Full-time,Small,Urban,Yes,2,93923.08
John Hernandez,franciscojenkins@example.org,"Phoenix, AZ",General Dentist,Private Practice,DDS with Specialization,Contract,Medium,Rural,Yes,5,120166.28
Shawn Moore,davisrobert@example.com,"Houston, TX",Periodontist,Private Practice,DMD with Specialization,Temporary,Medium,Rural,No,1,123833.68
Travis Lopez,bphillips@example.net,"New York, NY",General Dentist,DSO,DMD with Specialization,Full-time,Large,Urban,No,5,135604.65
Zachary Hawkins,jlove@example.org,"Phoenix, AZ",Orthodontist,DSO,DDS with Specialization,Full-time,Large,Urban,Yes,1,141423.87
Jessica Rose MD,christianjesse@example.org,"Los Angeles, CA",Periodontist,DSO,DMD,Part-time,Medium,Urban,No,3,82030.93
Geoffrey Morris,torresdarlene@example.org,"Los Angeles, CA",Endodontist,DSO,DDS with Specialization,Contract,Large,Rural,No,2,107803.35
Robin Douglas,jilltorres@example.org,"Phoenix, AZ",General Dentist,DSO,DMD with Specialization,Part-time,Medium,Urban,No,4,128617.77
Sarah Martinez,kcollins@example.com,"Houston, TX",General Dentist,DSO,DDS,Temporary,Large,Urban,Yes,3,86126.85
Carla Martin,barbarastrong@example.org,"Phoenix, AZ",General Dentist,DSO,DDS with Specialization,Temporary,Large,Rural,No,2,140224.84
Julie Howard,sphillips@example.com,"Houston, TX",Endodontist,DSO,DDS,Full-time,Medium,Urban,No,1,88630.83
Melvin Hernandez Jr.,fstanley@example.net,"New York, NY",General Dentist,DSO,DMD,Part-time,Small,Rural,Yes,3,91610.71
Pamela Jordan,laurenhoward@example.net,"Los Angeles, CA",Pedodontist,Private Practice,DDS with Specialization,Contract,Medium,Urban,No,3,92214.85
Hector Campbell,vwilson@example.net,"Houston, TX",Pedodontist,DSO,DMD with Specialization,Contract,Small,Urban,No,1,133012.37
Jennifer Friedman,marciacruz@example.com,"Houston, TX",Periodontist,DSO,DDS,Part-time,Large,Urban,No,4,149287.11
Thomas Nguyen,justinward@example.net,"Phoenix, AZ",Pedodontist,DSO,DMD with Specialization,Full-time,Medium,Rural,No,3,82065.46
Mr. Ronald Clark,sherry53@example.com,"New York, NY",Periodontist,DSO,DMD with Specialization,Temporary,Medium,Urban,No,1,111980.43
Morgan Wiggins,sandraperkins@example.org,"Phoenix, AZ",General Dentist,DSO,DMD with Specialization,Temporary,Large,Urban,Yes,1,131500.91
Stephanie Taylor,pdalton@example.com,"Chicago, IL",Periodontist,DSO,DDS with Specialization,Temporary,Medium,Rural,No,2,124757.79
